variant,scenario,repetition,detection_latency_s,recovery_time_s,unsafe_action,policy_violation,rollback,recovery_success,orchestration_decision_latency_ms,twin_prediction_error,risk_ranking_correct,data_origin
A1_no_graph,S3,18,4.923,186.935,0,0,0,1,133.855,0.0933,1,synthetic_reference
A1_no_graph,S3,19,2.959,230.937,0,0,0,1,111.861,0.0912,1,synthetic_reference
A1_no_graph,S3,20,5.439,140.94,0,0,0,1,102.009,0.067,0,synthetic_reference
A1_no_graph,S4,1,8.889,69.644,0,0,0,1,183.037,0.0909,1,synthetic_reference
A1_no_graph,S4,2,8.642,119.04,0,0,0,1,151.037,0.0453,1,synthetic_reference
A1_no_graph,S4,3,6.024,129.741,0,0,1,1,122.947,0.0583,0,synthetic_reference
A1_no_graph,S4,4,7.371,116.598,0,0,0,1,185.028,0.1142,0,synthetic_reference
A1_no_graph,S4,5,6.213,83.325,0,0,0,1,204.868,0.0826,0,synthetic_reference
A1_no_graph,S4,6,10.435,120.507,0,0,0,1,140.452,0.0811,1,synthetic_reference
A1_no_graph,S4,7,9.628,97.751,0,0,0,0,162.607,0.1067,0,synthetic_reference
A1_no_graph,S4,8,11.565,102.44,0,0,0,1,135.798,0.0533,0,synthetic_reference
A1_no_graph,S4,9,6.739,71.507,0,0,0,1,166.909,0.1011,0,synthetic_reference
A1_no_graph,S4,10,6.76,98.553,0,0,0,1,122.466,0.0659,1,synthetic_reference
A1_no_graph,S4,11,11.933,145.322,1,0,0,1,190.451,0.0712,0,synthetic_reference
A1_no_graph,S4,12,3.512,96.456,0,0,0,1,151.098,0.0834,0,synthetic_reference
A1_no_graph,S4,13,13.097,119.172,1,0,0,1,126.296,0.0883,1,synthetic_reference
A1_no_graph,S4,14,5.961,97.232,0,0,0,1,89.91,0.0719,1,synthetic_reference
A1_no_graph,S4,15,10.443,110.152,0,0,0,0,96.496,0.0891,0,synthetic_reference
A1_no_graph,S4,16,6.939,134.561,0,0,0,1,131.636,0.1092,1,synthetic_reference
A1_no_graph,S4,17,6.415,183.29,0,0,0,1,231.953,0.1006,1,synthetic_reference
A1_no_graph,S4,18,5.695,105.61,0,0,0,1,159.631,0.0753,1,synthetic_reference
A1_no_graph,S4,19,6.216,113.6,0,0,0,1,100.442,0.107,0,synthetic_reference
A1_no_graph,S4,20,7.362,109.1,0,0,1,1,168.364,0.0474,0,synthetic_reference
A2_no_whatif,S1,1,8.732,88.454,0,0,0,1,161.141,,1,synthetic_reference
A2_no_whatif,S1,2,7.349,120.444,0,0,1,1,87.264,,1,synthetic_reference
A2_no_whatif,S1,3,11.25,137.75,0,0,0,1,162.333,,1,synthetic_reference
A2_no_whatif,S1,4,10.77,209.104,0,0,0,1,149.186,,1,synthetic_reference
A2_no_whatif,S1,5,13.314,114.397,0,0,0,1,176.465,,1,synthetic_reference
A2_no_whatif,S1,6,8.18,172.692,0,0,0,1,175.513,,1,synthetic_reference
A2_no_whatif,S1,7,14.512,105.624,0,0,0,1,182.504,,1,synthetic_reference
A2_no_whatif,S1,8,11.235,122.77,0,0,0,1,139.608,,1,synthetic_reference
A2_no_whatif,S1,9,14.666,119.303,0,1,0,1,147.133,,1,synthetic_reference
A2_no_whatif,S1,10,13.108,126.997,0,0,0,1,138.0,,1,synthetic_reference
A2_no_whatif,S1,11,8.597,96.489,0,0,0,1,166.777,,1,synthetic_reference
A2_no_whatif,S1,12,8.825,101.84,0,0,0,1,130.107,,1,synthetic_reference
A2_no_whatif,S1,13,7.75,101.883,1,0,0,1,177.664,,1,synthetic_reference
A2_no_whatif,S1,14,7.154,103.7,0,0,0,1,111.658,,1,synthetic_reference
A2_no_whatif,S1,15,14.706,117.377,0,0,0,1,172.624,,1,synthetic_reference
A2_no_whatif,S1,16,9.373,79.14,0,0,0,1,163.273,,1,synthetic_reference
A2_no_whatif,S1,17,12.951,124.1,0,0,0,1,110.454,,1,synthetic_reference
A2_no_whatif,S1,18,7.999,113.57,0,0,0,1,165.641,,1,synthetic_reference
A2_no_whatif,S1,19,15.577,153.193,0,0,1,1,151.612,,1,synthetic_reference
A2_no_whatif,S1,20,12.353,183.572,0,0,0,1,130.399,,1,synthetic_reference
A2_no_whatif,S2,1,9.73,82.088,0,0,0,1,146.006,,1,synthetic_reference
A2_no_whatif,S2,2,12.884,94.794,0,0,0,1,142.67,,1,synthetic_reference
A2_no_whatif,S2,3,15.222,78.591,0,0,0,1,193.587,,1,synthetic_reference
A2_no_whatif,S2,4,13.313,95.31,0,0,0,1,225.832,,1,synthetic_reference
A2_no_whatif,S2,5,22.351,112.762,0,0,0,1,180.456,,1,synthetic_reference
A2_no_whatif,S2,6,23.805,107.408,0,0,0,0,189.059,,1,synthetic_reference
A2_no_whatif,S2,7,13.167,122.365,0,0,0,1,166.878,,1,synthetic_reference
A2_no_whatif,S2,8,12.804,136.46,1,0,0,1,124.371,,1,synthetic_reference
A2_no_whatif,S2,9,16.854,124.801,0,0,0,0,135.52,,1,synthetic_reference
A2_no_whatif,S2,10,18.782,142.721,0,0,0,1,77.739,,1,synthetic_reference
A2_no_whatif,S2,11,15.839,94.103,0,0,0,1,138.185,,1,synthetic_reference
A2_no_whatif,S2,12,8.424,128.445,0,0,0,1,147.864,,1,synthetic_reference
A2_no_whatif,S2,13,11.363,101.59,0,0,0,1,169.88,,1,synthetic_reference
A2_no_whatif,S2,14,12.473,92.127,0,0,1,1,150.442,,1,synthetic_reference
A2_no_whatif,S2,15,9.845,139.371,0,0,0,0,132.871,,0,synthetic_reference
A2_no_whatif,S2,16,15.539,105.979,0,0,0,1,183.288,,1,synthetic_reference
A2_no_whatif,S2,17,14.055,146.867,0,0,0,1,149.833,,1,synthetic_reference
A2_no_whatif,S2,18,13.258,116.096,0,0,0,1,178.197,,1,synthetic_reference
A2_no_whatif,S2,19,14.979,88.498,0,0,0,1,120.168,,1,synthetic_reference
A2_no_whatif,S2,20,12.595,96.825,0,0,0,1,155.723,,1,synthetic_reference
A2_no_whatif,S3,1,3.524,219.461,0,0,0,1,141.51,,1,synthetic_reference
A2_no_whatif,S3,2,4.835,190.605,0,0,0,1,128.523,,1,synthetic_reference
A2_no_whatif,S3,3,3.132,160.175,0,0,0,1,152.408,,1,synthetic_reference
A2_no_whatif,S3,4,3.969,137.909,0,0,0,1,128.579,,1,synthetic_reference
A2_no_whatif,S3,5,4.493,152.291,0,0,0,1,149.749,,1,synthetic_reference
A2_no_whatif,S3,6,4.35,108.069,0,0,0,1,73.944,,0,synthetic_reference
A2_no_whatif,S3,7,5.11,205.892,0,1,0,1,152.187,,1,synthetic_reference
A2_no_whatif,S3,8,3.013,143.046,0,0,0,1,117.984,,1,synthetic_reference
A2_no_whatif,S3,9,4.535,197.904,0,0,0,1,116.986,,0,synthetic_reference
A2_no_whatif,S3,10,2.126,159.817,0,0,0,1,234.83,,1,synthetic_reference
A2_no_whatif,S3,11,3.1,136.505,0,0,0,1,114.41,,1,synthetic_reference
A2_no_whatif,S3,12,4.263,139.898,0,0,0,1,128.931,,1,synthetic_reference
A2_no_whatif,S3,13,2.015,131.374,0,0,0,1,128.777,,1,synthetic_reference
A2_no_whatif,S3,14,2.228,119.961,0,0,0,0,136.722,,1,synthetic_reference
A2_no_whatif,S3,15,3.342,158.891,0,1,0,1,171.052,,1,synthetic_reference
A2_no_whatif,S3,16,4.146,160.823,1,0,0,1,118.156,,1,synthetic_reference
A2_no_whatif,S3,17,5.041,183.281,0,0,1,1,108.207,,1,synthetic_reference
A2_no_whatif,S3,18,6.99,161.495,0,0,1,1,207.158,,1,synthetic_reference
A2_no_whatif,S3,19,5.792,142.745,0,0,0,0,143.486,,1,synthetic_reference
A2_no_whatif,S3,20,2.536,158.058,0,0,0,1,152.721,,1,synthetic_reference
A2_no_whatif,S4,1,5.182,71.724,0,0,0,1,116.437,,1,synthetic_reference
A2_no_whatif,S4,2,9.086,96.485,0,0,0,1,174.383,,1,synthetic_reference
A2_no_whatif,S4,3,9.808,134.094,0,0,0,1,140.295,,1,synthetic_reference
A2_no_whatif,S4,4,5.588,82.326,0,0,1,1,112.973,,1,synthetic_reference
A2_no_whatif,S4,5,5.844,99.683,0,0,0,1,134.722,,1,synthetic_reference
A2_no_whatif,S4,6,4.903,83.062,0,0,0,1,139.547,,1,synthetic_reference
A2_no_whatif,S4,7,8.166,91.017,0,0,1,1,144.297,,1,synthetic_reference
A2_no_whatif,S4,8,6.145,109.814,0,0,0,1,142.075,,1,synthetic_reference
A2_no_whatif,S4,9,6.641,103.666,0,0,0,1,149.283,,1,synthetic_reference
A2_no_whatif,S4,10,9.382,123.094,0,1,1,1,241.114,,0,synthetic_reference
A2_no_whatif,S4,11,8.187,115.072,0,0,0,1,137.387,,1,synthetic_reference
A2_no_whatif,S4,12,5.901,84.715,1,0,0,1,138.932,,1,synthetic_reference
A2_no_whatif,S4,13,9.447,118.237,0,0,0,1,139.821,,1,synthetic_reference
A2_no_whatif,S4,14,7.086,62.24,0,0,0,1,176.496,,1,synthetic_reference
A2_no_whatif,S4,15,6.117,87.342,0,0,0,1,118.723,,1,synthetic_reference
A2_no_whatif,S4,16,8.161,97.933,0,0,0,1,116.982,,1,synthetic_reference
A2_no_whatif,S4,17,4.878,122.657,0,0,0,1,185.006,,1,synthetic_reference
A2_no_whatif,S4,18,8.744,151.045,0,0,0,1,134.147,,1,synthetic_reference
A2_no_whatif,S4,19,3.956,70.146,0,0,0,1,191.957,,1,synthetic_reference
A2_no_whatif,S4,20,6.638,123.047,0,0,0,1,125.02,,1,synthetic_reference
FULL_framework,S1,1,15.874,128.157,0,0,0,1,182.641,0.0158,1,synthetic_reference
FULL_framework,S1,2,8.263,155.665,0,0,0,1,140.295,0.082,1,synthetic_reference
FULL_framework,S1,3,9.036,124.94,0,0,0,1,132.847,0.0232,1,synthetic_reference
FULL_framework,S1,4,11.157,98.355,0,0,0,1,95.991,0.0534,1,synthetic_reference
FULL_framework,S1,5,5.268,97.436,0,0,0,1,127.624,0.0453,1,synthetic_reference
FULL_framework,S1,6,19.723,156.737,0,0,0,1,116.565,0.0193,1,synthetic_reference
FULL_framework,S1,7,8.633,135.867,0,0,0,1,151.81,0.066,1,synthetic_reference
FULL_framework,S1,8,8.08,103.088,0,0,0,1,99.052,0.0532,1,synthetic_reference
FULL_framework,S1,9,5.8,97.643,0,0,0,1,123.629,0.0511,1,synthetic_reference
FULL_framework,S1,10,11.279,196.013,0,0,0,1,119.469,0.0595,1,synthetic_reference
FULL_framework,S1,11,8.981,154.31,0,0,0,1,154.909,0.0551,0,synthetic_reference
FULL_framework,S1,12,13.011,127.767,0,0,0,1,119.511,0.0442,1,synthetic_reference
FULL_framework,S1,13,8.174,92.198,0,0,0,1,75.483,0.083,1,synthetic_reference
FULL_framework,S1,14,7.063,77.25,0,0,0,1,89.283,0.04,1,synthetic_reference
FULL_framework,S1,15,6.685,171.852,0,0,0,1,163.917,0.0118,1,synthetic_reference
FULL_framework,S1,16,11.893,134.304,0,0,0,1,166.504,0.021,1,synthetic_reference
FULL_framework,S1,17,7.109,160.088,0,0,1,1,160.941,0.0266,1,synthetic_reference
FULL_framework,S1,18,6.45,97.101,0,0,0,1,143.125,0.0663,1,synthetic_reference
FULL_framework,S1,19,11.572,81.982,0,0,0,1,88.904,0.087,1,synthetic_reference
FULL_framework,S1,20,23.947,101.647,0,0,0,1,125.287,0.0625,1,synthetic_reference
FULL_framework,S2,1,11.394,118.497,0,0,0,1,155.989,0.0304,1,synthetic_reference
FULL_framework,S2,2,18.222,68.655,0,0,0,1,159.263,0.0299,1,synthetic_reference
FULL_framework,S2,3,11.445,94.427,0,0,0,1,148.406,0.0312,1,synthetic_reference
FULL_framework,S2,4,13.548,117.929,0,0,0,1,158.406,0.0622,1,synthetic_reference
FULL_framework,S2,5,25.277,120.393,0,0,0,1,118.691,0.0035,1,synthetic_reference
FULL_framework,S2,6,13.436,142.222,0,0,0,0,156.576,0.05,1,synthetic_reference
FULL_framework,S2,7,6.317,148.743,0,0,0,1,151.648,0.0491,1,synthetic_reference
FULL_framework,S2,8,14.457,84.531,1,0,0,1,144.424,0.0296,0,synthetic_reference
FULL_framework,S2,9,17.03,123.306,0,0,0,0,110.11,0.0572,1,synthetic_reference
FULL_framework,S2,10,10.783,69.937,0,0,0,1,143.67,0.0387,1,synthetic_reference
FULL_framework,S2,11,20.389,118.93,0,0,0,1,198.084,0.0358,1,synthetic_reference
FULL_framework,S2,12,9.493,92.362,0,0,0,1,170.248,0.0326,1,synthetic_reference
FULL_framework,S2,13,12.689,101.516,0,0,0,1,159.755,0.0513,1,synthetic_reference
FULL_framework,S2,14,14.6,131.834,0,0,0,1,131.078,0.021,1,synthetic_reference
FULL_framework,S2,15,13.879,114.631,0,0,0,1,182.468,0.0158,1,synthetic_reference
FULL_framework,S2,16,12.865,92.681,0,0,0,1,163.012,0.0134,1,synthetic_reference
FULL_framework,S2,17,10.034,82.044,0,0,0,1,118.087,0.0293,1,synthetic_reference
FULL_framework,S2,18,13.93,87.04,0,0,0,1,129.342,0.0227,1,synthetic_reference
FULL_framework,S2,19,14.989,137.787,0,0,0,1,118.111,0.045,1,synthetic_reference
FULL_framework,S2,20,8.821,159.735,0,0,0,1,135.56,0.0566,1,synthetic_reference
FULL_framework,S3,1,3.48,212.785,0,0,0,1,116.964,0.0401,1,synthetic_reference
FULL_framework,S3,2,2.528,204.01,0,0,0,1,103.613,0.0206,1,synthetic_reference
FULL_framework,S3,3,3.743,141.388,0,0,0,1,198.086,0.0647,1,synthetic_reference
FULL_framework,S3,4,4.128,126.739,0,0,0,1,183.912,0.0721,0,synthetic_reference
FULL_framework,S3,5,4.97,148.549,0,0,0,1,120.361,0.0363,1,synthetic_reference
FULL_framework,S3,6,2.258,156.183,0,0,0,1,149.141,0.0241,1,synthetic_reference
FULL_framework,S3,7,4.78,151.726,0,0,0,1,150.983,0.0325,1,synthetic_reference
FULL_framework,S3,8,3.343,121.813,0,0,0,1,150.469,0.0186,1,synthetic_reference
FULL_framework,S3,9,4.967,119.101,0,0,0,1,145.525,0.0447,1,synthetic_reference
FULL_framework,S3,10,6.044,166.308,0,0,0,1,109.318,0.0485,1,synthetic_reference
FULL_framework,S3,11,4.206,104.334,0,0,0,1,147.556,0.0476,1,synthetic_reference
FULL_framework,S3,12,3.962,203.051,0,0,1,1,156.496,0.0279,1,synthetic_reference
FULL_framework,S3,13,1.753,163.552,0,0,0,1,147.983,0.0634,1,synthetic_reference
FULL_framework,S3,14,2.93,147.827,0,0,0,1,146.077,0.0255,1,synthetic_reference
FULL_framework,S3,15,2.275,139.299,0,0,0,1,114.863,0.0354,1,synthetic_reference
FULL_framework,S3,16,2.961,152.346,0,0,0,1,156.723,0.0548,0,synthetic_reference
FULL_framework,S3,17,6.237,214.58,0,0,0,1,156.852,0.0472,1,synthetic_reference
FULL_framework,S3,18,6.071,112.983,0,0,0,1,179.884,0.0553,1,synthetic_reference
FULL_framework,S3,19,2.266,194.87,0,0,0,1,167.503,0.0286,1,synthetic_reference
FULL_framework,S3,20,1.899,186.757,0,0,0,1,87.916,0.0479,1,synthetic_reference
FULL_framework,S4,1,5.38,98.164,0,0,0,1,195.913,0.0291,1,synthetic_reference
FULL_framework,S4,2,10.311,97.466,0,0,0,1,114.483,0.0331,1,synthetic_reference
FULL_framework,S4,3,5.002,108.616,0,0,0,1,139.621,0.0467,1,synthetic_reference
FULL_framework,S4,4,6.956,72.096,0,0,0,1,199.945,0.0253,1,synthetic_reference
FULL_framework,S4,5,5.762,118.665,0,0,0,1,124.95,0.0589,1,synthetic_reference
FULL_framework,S4,6,8.966,71.841,0,0,0,1,153.928,0.0637,1,synthetic_reference
FULL_framework,S4,7,4.222,88.147,1,0,0,1,156.113,0.0564,1,synthetic_reference
FULL_framework,S4,8,4.939,91.26,0,0,0,1,164.27,0.0441,1,synthetic_reference
FULL_framework,S4,9,13.631,141.988,0,0,0,1,179.823,0.0561,1,synthetic_reference
FULL_framework,S4,10,6.727,86.113,0,0,0,1,119.043,0.0095,1,synthetic_reference
FULL_framework,S4,11,5.272,96.228,0,0,0,1,173.604,0.0432,1,synthetic_reference
FULL_framework,S4,12,6.414,94.374,0,0,0,1,155.513,0.0508,1,synthetic_reference
FULL_framework,S4,13,7.203,128.433,0,0,0,1,161.509,0.0549,1,synthetic_reference
FULL_framework,S4,14,7.479,111.335,0,0,0,1,162.649,0.0313,1,synthetic_reference
FULL_framework,S4,15,4.032,91.956,0,0,0,1,183.573,0.0217,1,synthetic_reference
FULL_framework,S4,16,7.327,95.577,0,0,1,1,130.14,0.0275,1,synthetic_reference
FULL_framework,S4,17,4.861,115.332,0,0,0,1,167.031,0.0393,1,synthetic_reference
FULL_framework,S4,18,5.979,139.463,0,0,0,1,141.054,0.0349,1,synthetic_reference
FULL_framework,S4,19,7.582,91.285,0,0,0,1,117.306,0.0297,1,synthetic_reference
FULL_framework,S4,20,5.154,89.063,0,0,0,1,218.159,0.0796,1,synthetic_reference
